sample_idx,patient_id,condition,task,electrode,file_path,keep_for_clustering,leaf_label,cluster_hc_blob_k20_average
2532,EL045,picture,LM,TTG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_TTG_L5_TN.npy,True,EL045_TTG_L5_picture,9
2536,EL045,reading,LM,A_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_A_L10_TN.npy,True,EL045_A_L10_reading,9
2537,EL045,reading,LM,A_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_A_L11_TN.npy,True,EL045_A_L11_reading,3
2538,EL045,reading,LM,A_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_A_L12_TN.npy,True,EL045_A_L12_reading,3
2550,EL045,reading,LM,A_R15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_A_R15_TN.npy,True,EL045_A_R15_reading,4
2558,EL045,reading,LM,aH_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_aH_L11_TN.npy,True,EL045_aH_L11_reading,3
2559,EL045,reading,LM,aH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_aH_L12_TN.npy,True,EL045_aH_L12_reading,3
2581,EL045,reading,LM,EntG_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L10_TN.npy,True,EL045_EntG_L10_reading,10
2582,EL045,reading,LM,EntG_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L11_TN.npy,True,EL045_EntG_L11_reading,10
2584,EL045,reading,LM,EntG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L2_TN.npy,True,EL045_EntG_L2_reading,4
2586,EL045,reading,LM,EntG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L4_TN.npy,True,EL045_EntG_L4_reading,6
2587,EL045,reading,LM,EntG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L5_TN.npy,True,EL045_EntG_L5_reading,6
2589,EL045,reading,LM,EntG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L7_TN.npy,True,EL045_EntG_L7_reading,14
2590,EL045,reading,LM,EntG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L8_TN.npy,True,EL045_EntG_L8_reading,13
2591,EL045,reading,LM,EntG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L9_TN.npy,True,EL045_EntG_L9_reading,8
2596,EL045,reading,LM,pH_L15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_pH_L15_TN.npy,True,EL045_pH_L15_reading,3
2605,EL045,reading,LM,PlaT_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_PlaT_L2_TN.npy,True,EL045_PlaT_L2_reading,20
2608,EL045,reading,LM,PlaT_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_PlaT_L5_TN.npy,True,EL045_PlaT_L5_reading,1
2609,EL045,reading,LM,PlaT_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_PlaT_L6_TN.npy,True,EL045_PlaT_L6_reading,3
2610,EL045,reading,LM,STG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_STG_L3_TN.npy,True,EL045_STG_L3_reading,10
2611,EL045,reading,LM,STG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_STG_L4_TN.npy,True,EL045_STG_L4_reading,12
2621,EL045,reading,LM,TTG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_TTG_L5_TN.npy,True,EL045_TTG_L5_reading,20
